leaf
2553070,112222,434
2553070,112359,434
2553070,113257,434
2553070,113530,434
2553070,114982,434
2553070,115771,434
2553070,115873,434
2553070,116891,434
2553070,117249,434
2553070,119350,434
2553070,121794,434
2553070,121952,434
2553070,122544,434
2553070,124148,434
2553070,125250,434
2553070,127589,434
2553070,127852,434
2553070,129005,434
2553070,129293,434
2553070,130866,434
2553070,133698,435
2553070,134134,435
2553070,134454,435
2553070,136288,435
2553070,138072,435
2553070,138614,435
2553070,138869,435
2553070,139119,435
2553070,140482,435
2553070,143824,435
2553070,144002,435
2553070,144551,435
2553070,144690,435
2553070,145320,435
2553070,145484,435
2553070,145722,435
2553070,145853,435
2553070,146119,435
2553070,147430,435
2553070,147681,435
2553070,149300,435
2553173,10201,432
2553173,16047,432
2553173,23104,432
2553173,35484,432
2553173,36371,432
2553173,55267,432
2553173,55567,432
2553173,59785,432
2553173,84216,432
2553173,84721,432
2553173,89450,432
2553173,92039,432
2553173,96136,432
2553173,104168,432
2553173,104225,432
2553173,107684,432
2553173,118193,432
2553173,135377,432
2553173,135706,432
2553173,142281,432
2553370,2305,431
2553370,2967,431
2553370,4179,431
2553370,4282,431
2553370,4740,431
2553370,11882,431
2553370,14550,431
2553370,16058,431
2553370,18561,431
2553370,18749,431
2553370,21165,431
2553370,21734,431
2553370,22672,431
2553370,24849,431
2553370,26097,431
2553370,26522,431
2553370,27420,431
2553370,28277,431
2553370,28348,431
2553370,32209,431
2553370,32396,431
2553370,34287,431
2553370,35765,431
2553370,50469,431
2553370,52391,431
2553370,56346,431
2553370,56683,431
2553370,57122,431
2553370,59923,431
2553370,60495,431
2553370,60679,431
2553370,62080,431
2553370,62931,431
2553370,63959,431
2553370,64348,431
2553370,65242,431
2553370,68972,431
2553370,69139,431
2553370,69614,431
2553370,70514,431
2553370,70753,431
2553370,71094,432
2553370,72050,432
2553370,74463,432
2553370,75520,432
2553370,76439,432
2553370,77534,432
2553370,78170,432
2553370,79917,432
2553370,80065,432
2553370,83338,432
2553370,86419,432
2553370,86583,432
2553370,88637,432
2553370,90098,432
2553370,90238,432
2553370,90443,432
2553370,93570,432
2553370,96453,432
2553370,97425,432
2553370,98154,432
2553370,99365,432
2553370,104333,432
2553370,106897,432
2553370,107500,432
2553370,111303,432
2553370,111731,432
2553370,115938,432
2553370,116658,432
2553370,120704,432
2553370,122082,432
2553370,123838,432
2553370,125570,432
2553370,125799,432
2553370,127397,432
2553370,127536,432
2553370,128856,432
2553370,129083,432
2553370,130440,432
2553370,132335,432
2553370,138749,432
2553370,140037,432
2553370,144960,432
2553370,145469,432
2553725,366,435
2553725,751,435
2553725,5937,435
2553725,11882,435
2553725,13620,435
2553725,15345,435
2553725,16778,435
2553725,19444,435
2553725,21785,435
2553725,29207,435
2553725,33837,435
2553725,34689,435
2553725,36104,435
2553725,37383,435
2553725,38690,435
2553725,48704,435
2553725,55025,435
2553725,56760,435
2553725,57829,435
2553725,63578,435
2553725,68402,435
2553725,69093,435
2553725,74527,435
2553725,77873,435
2553725,78825,435
2553725,81470,435
2553725,81830,435
2553725,83453,435
2553725,85924,435
2553725,86388,435
2553725,90593,435
2553725,96548,435
2553725,97212,435
2553725,103606,435
2553725,105530,435
2553725,113717,435
2553725,114553,435
2553725,116163,435
2553725,117591,435
2553725,118237,435
2553725,121189,435
2553725,122347,435
2553725,124229,435
2553725,125450,435
2553725,126425,435
2553725,130648,436
2553725,135631,436
2553725,137523,436
2553725,142591,436
2553725,142604,436
2553725,144183,436
2553725,144344,436
2553725,145349,436
2554653,2082,436
2554653,5602,436
2554653,5948,436
2554653,6301,436
2554653,11061,436
2554653,16732,436
2554653,21227,436
2554653,23435,436
2554653,25053,436
2554653,28483,436
2554653,29511,436
2554653,34873,436
2554653,36943,436
2554653,38931,436
2554653,43854,436
2554653,46689,436
2554653,48713,436
2554653,49511,436
2554653,54040,436
2554653,54547,436
2554653,56324,436
2554653,57192,436
2554653,60111,436
2554653,60232,436
2554653,60698,436
2554653,66463,436
2554653,66823,436
2554653,67909,436
2554653,68612,436
2554653,73784,436
2554653,78016,436
2554653,79539,436
2554653,79745,436
2554653,80748,436
2554653,89826,436
2554653,89832,436
2554653,93658,436
2554653,94044,436
2554653,105146,436
2554653,105697,436
2554653,105730,436
2554653,106717,436
2554653,113086,436
2554653,113413,436
2554653,113507,436
2554653,116550,436
2554653,122382,436
2554653,122393,436
2554653,133889,436
2554653,135338,436
2554653,139064,436
2554653,139124,436
2554653,147648,436
2554654,2074,436
2554654,2838,436
2554654,14585,436
2554654,16732,436
2554654,19933,436
2554654,20694,437
2554654,24397,437
2554654,28786,437
2554654,31845,437
2554654,35765,437
2554654,38931,437
2554654,39016,437
2554654,41490,437
2554654,42286,437
2554654,43854,437
2554654,51347,437
2554654,53927,437
2554654,54547,437
2554654,55237,437
2554654,57192,437
2554654,58438,437
2554654,59797,437
2554654,60232,437
2554654,63268,437
2554654,63640,437
2554654,64924,437
2554654,67013,437
2554654,68612,437
2554654,77572,437
2554654,83876,437
2554654,86433,437
2554654,86733,437
2554654,88724,437
2554654,91220,437
2554654,97929,437
2554654,101973,437
2554654,102769,437
2554654,103855,437
2554654,104678,437
2554654,107270,437
2554654,107889,437
2554654,108832,437
2554654,112233,437
2554654,114553,437
2554654,115363,437
2554654,115503,437
2554654,115572,437
2554654,116550,437
2554654,129292,437
2554654,129731,437
2554654,129882,437
2554654,134377,437
2554654,139136,437
2554654,144118,437
2554654,146395,437
2555205,7404,439
2555205,12369,439
2555205,13532,439
2555205,13631,439
2555205,14388,439
2555205,16444,439
2555205,21126,439
2555205,24389,439
2555205,28854,439
2555205,29808,439
2555205,36293,439
2555205,37029,439
2555205,41126,439
2555205,43366,439
2555205,47800,439
2555205,53138,439
2555205,55460,439
2555205,57182,439
2555205,57916,439
2555205,58411,439
2555205,59114,439
2555205,60130,439
2555205,63612,439
2555205,88997,439
2555205,93144,439
2555205,101781,439
2555205,103306,439
2555205,104914,439
2555205,105483,439
2555205,108595,439
2555205,127747,439
2555205,130934,439
2555205,131793,439
2555205,134475,439
2555205,135621,439
2555205,137555,439
2555205,142903,439
2555205,142989,440
2555205,144138,440
