leaf
22056,494
22057,1559
22058,225
22059,1821
22060,5
22061,1270
22062,996
22063,905
22064,1400
22065,1239
22066,379
22067,566
22068,1596
22069,1764
22070,449
22071,1115
22072,1003
22073,1040
22074,742
22075,683
22076,719
22077,180
22078,1051
22079,2087
22080,1678
22081,1230
22082,1664
22083,547
22084,1388
22085,1248
22086,1176
22087,1875
22088,699
22089,1401
22090,1597
22091,704
22092,563
22093,481
22094,1603
22095,1955
22096,1717
22097,1978
22098,414
22099,1207
22100,1641
22101,865
22102,210
22103,532
22104,1894
22105,953
22106,1212
22107,508
22108,1129
22109,151
22110,491
22111,700
22112,1379
22113,46
22114,1244
22115,662
22116,1292
22117,308
22118,431
22119,1985
22120,1708
22121,2022
22122,584
22123,161
22124,398
22125,76
22126,12
22127,7
22128,2052
22129,426
22130,1213
22131,1588
22132,1286
22133,1424
22134,10
22135,1078
22136,262
22137,1221
22138,1581
22139,1391
22140,1370
22141,2066
22142,2084
22143,643
22144,7
22145,1224
22146,1299
22147,1299
22148,1533
22149,1727
22150,1179
22151,1133
22152,1647
22153,1757
22154,1293
22155,2040
22156,1830
22157,1304
22158,2047
22159,1780
22160,1726
22161,1156
22162,1263
22163,909
22164,470
22165,1273
22166,1977
22167,735
22168,383
22169,1456
22170,13
22171,1751
22172,1417
22173,2096
22174,283
22175,1424
22176,1217
22177,1582
22178,616
22179,642
22180,1204
22181,1787
22182,1768
22183,744
22184,1442
22185,958
22186,679
22187,1167
22188,150
22189,623
22190,843
22191,1872
22192,1771
22193,2098
22194,675
22195,134
22196,1266
22197,547
22198,868
22199,1649
22200,1995
22201,881
22202,1294
22203,1307
22204,873
22205,1578
22206,624
22207,2080
22208,1055
22209,1234
22210,618
22211,147
22212,918
22213,276
22214,890
22215,246
22216,1232
22217,1562
22218,1413
22219,1379
22220,74
22221,145
22222,1148
22223,1842
22224,138
22225,1816
22226,1975
22227,1404
22228,255
22229,738
22230,947
22231,147
22232,1612
22233,128
22234,1454
22235,372
22236,1705
22237,2067
22238,348
22239,652
22240,1198
22241,968
22242,798
22243,3
22244,1241
22245,1680
22246,248
22247,362
22248,1136
22249,1661
22250,1740
22251,1208
22252,1801
22253,783
22254,949
22255,1938
22256,492
22257,818
22258,1238
22259,749
22260,1550
22261,73
22262,896
22263,1055
22264,200
22265,235
22266,1426
22267,1901
22268,200
22269,1771
22270,446
22271,1397
22272,632
22273,1241
22274,1399
22275,1864
22276,816
22277,1647
22278,122
22279,1942
22280,1201
22281,1859
22282,1048
22283,900
22284,537
22285,1986
22286,733
22287,1029
22288,698
22289,1962
22290,1770
22291,138
22292,2034
22293,558
22294,1191
22295,130
22296,794
22297,507
22298,2030
22299,995
22300,171
22301,371
22302,277
22303,801
22304,1612
22305,1676
22306,560
22307,315
22308,1215
22309,682
22310,155
22311,304
22312,436
22313,1201
22314,1202
22315,974
22316,1084
22317,1927
22318,1991
22319,1774
22320,1785
22321,1659
22322,1910
22323,1718
22324,105
22325,999
22326,1844
22327,900
22328,1502
22329,1771
22330,1881
22331,1669
22332,37
22333,57
22334,358
22335,1649
22336,1730
22337,920
22338,1960
22339,841
22340,1594
22341,10
22342,1144
22343,2025
22344,1210
22345,235
22346,895
22347,182
22348,59
22349,781
22350,1953
22351,1843
22352,326
22353,1762
22354,1458
22355,433
22356,653
22357,1197
22358,1329
22359,42
22360,864
22361,1108
22362,1710
22363,901
22364,1164
22365,2063
22366,438
22367,789
22368,879
22369,291
22370,1624
22371,362
22372,300
22373,661
22374,282
22375,1512
22376,897
22377,1176
22378,1691
22379,955
22380,1947
22381,1541
22382,691
22383,171
22384,1197
22385,37
22386,605
22387,1841
22388,1233
22389,1926
22390,1881
22391,2088
22392,932
22393,1490
22394,885
22395,2085
22396,1449
22397,1319
22398,770
22399,214
22400,1611
22401,280
22402,580
22403,1907
22404,942
22405,864
22406,1314
22407,1827
22408,2030
22409,900
22410,676
22411,1872
22412,327
22413,1362
22414,2043
22415,1524
22416,1399
22417,543
22418,1260
22419,523
22420,362
22421,1040
22422,507
22423,1291
22424,417
22425,1387
22426,1272
22427,1859
22428,599
22429,2034
22430,2074
22431,98
22432,210
22433,549
22434,2005
22435,1150
22436,1408
22437,1215
22438,875
22439,1334
22440,2
22441,1545
22442,1104
22443,328
22444,801
22445,1043
22446,1848
22447,88
22448,1580
22449,1008
22450,612
22451,1938
22452,2036
22453,1116
22454,1125
22455,348
22456,392
leaf57.txt
