leaf
126316,1347
126317,1106
126318,145
126319,1425
126320,1128
126321,1579
126322,1323
126323,872
126324,341
126325,1637
126326,1715
126327,315
126328,768
126329,755
126330,1850
126331,44
126332,93
126333,1238
126334,1730
126335,326
126336,1963
126337,1149
126338,1134
126339,688
126340,766
126341,1958
126342,1581
126343,586
126344,643
126345,26
126346,1031
126347,1981
126348,1131
126349,1173
126350,1301
126351,149
126352,645
126353,515
126354,1020
126355,988
126356,41
126357,627
126358,1300
126359,808
126360,1375
126361,1048
126362,852
126363,1469
126364,174
126365,473
126366,1791
126367,32
126368,1620
126369,822
126370,720
126371,273
126372,675
126373,191
126374,861
126375,1313
126376,216
126377,1879
126378,1189
126379,1347
126380,952
126381,380
126382,1496
126383,1589
126384,897
126385,401
126386,465
126387,937
126388,1028
126389,1761
126390,1737
126391,290
126392,702
126393,481
126394,1757
126395,876
126396,955
126397,1446
126398,909
126399,463
126400,156
126401,1623
126402,739
126403,830
126404,1808
126405,1592
126406,30
126407,2024
126408,1369
126409,1219
126410,1267
126411,208
126412,1598
126413,655
126414,1793
126415,382
126416,1056
126417,153
126418,1317
126419,2072
126420,1912
126421,950
126422,259
126423,508
126424,1427
126425,2013
126426,1380
126427,267
126428,1355
126429,177
126430,733
126431,1510
126432,1794
126433,1467
126434,226
126435,1504
126436,954
126437,256
126438,1424
126439,209
126440,1476
126441,583
126442,418
126443,968
126444,1234
126445,106
126446,1347
126447,178
126448,257
126449,556
126450,147
126451,67
126452,1501
126453,405
126454,574
126455,820
126456,313
126457,1947
126458,1086
126459,1668
126460,19
126461,1810
126462,1071
126463,1813
126464,1172
126465,1295
126466,1211
126467,12
126468,1551
126469,526
126470,220
126471,921
126472,1107
126473,641
126474,1876
126475,229
126476,747
126477,1120
126478,406
126479,1006
126480,1671
126481,554
126482,1070
126483,1065
126484,960
126485,1640
126486,1874
126487,1271
126488,1483
126489,858
126490,833
126491,1502
126492,562
126493,1893
126494,1209
126495,1729
126496,1086
126497,308
126498,1740
126499,528
126500,837
126501,1958
126502,1445
126503,1935
126504,493
126505,1216
126506,61
126507,1236
126508,224
126509,467
126510,128
126511,1892
126512,1020
126513,1196
126514,854
126515,1968
126516,728
126517,625
126518,1136
126519,98
126520,1477
126521,1960
126522,1597
126523,2031
126524,1752
126525,699
126526,1657
126527,732
126528,1011
126529,1291
126530,1256
126531,1836
126532,1145
126533,593
126534,1670
126535,1636
126536,1801
126537,1728
126538,765
126539,2025
126540,87
126541,893
126542,1814
126543,1105
126544,2080
126545,562
126546,971
126547,704
126548,1182
126549,2097
126550,802
126551,549
126552,1953
126553,288
126554,476
126555,1602
126556,989
126557,23
126558,222
126559,1988
126560,1313
126561,1479
126562,1722
126563,347
126564,2062
126565,1285
126566,1978
126567,1762
126568,910
126569,639
126570,1685
126571,997
126572,1526
126573,1395
126574,2091
126575,1503
126576,1949
126577,957
126578,94
126579,1029
126580,951
126581,896
126582,1573
126583,799
126584,1183
126585,2042
126586,288
126587,59
126588,2063
126589,513
126590,2045
126591,1273
126592,1985
126593,1663
126594,1620
126595,1943
126596,843
126597,1495
126598,1603
126599,1744
126600,20
126601,1181
126602,633
126603,1545
126604,466
126605,619
126606,940
126607,309
126608,1569
126609,1033
126610,1336
126611,407
126612,1918
126613,802
126614,1203
126615,999
126616,740
126617,1493
126618,1055
126619,699
126620,1998
126621,998
126622,1965
126623,1877
126624,550
126625,1482
126626,1720
126627,1388
126628,868
126629,1216
126630,1028
126631,888
126632,285
126633,1654
126634,319
126635,753
126636,161
126637,1257
126638,1063
126639,1728
126640,178
126641,287
126642,28
126643,2096
126644,1089
126645,1230
126646,991
126647,1820
126648,614
126649,2034
126650,412
126651,506
126652,926
126653,271
126654,276
126655,1472
126656,1750
126657,1994
126658,752
126659,509
126660,1106
126661,1772
126662,1393
126663,1390
126664,1320
126665,1711
126666,32
126667,1481
126668,863
126669,1094
126670,1102
126671,1040
126672,1379
126673,1129
126674,1032
126675,357
126676,248
126677,2010
126678,73
126679,863
126680,1940
126681,486
126682,1364
126683,762
126684,759
126685,1642
126686,122
126687,400
126688,1531
126689,875
126690,911
126691,528
126692,539
126693,191
126694,1912
126695,1852
126696,1897
126697,1942
126698,1228
126699,656
126700,934
126701,218
126702,1690
126703,202
126704,1347
126705,613
126706,561
126707,1594
126708,518
126709,634
126710,345
126711,352
126712,1116
126713,1709
126714,1114
126715,1866
126716,1243
leaf317.txt
