leaf
131529,849
131530,1685
131531,839
131532,757
131533,971
131534,552
131535,1174
131536,284
131537,881
131538,2020
131539,1550
131540,256
131541,1041
131542,1430
131543,2055
131544,2057
131545,286
131546,815
131547,410
131548,195
131549,1771
131550,168
131551,1351
131552,153
131553,804
131554,5
131555,298
131556,286
131557,588
131558,898
131559,2060
131560,1432
131561,473
131562,795
131563,77
131564,1440
131565,1343
131566,1249
131567,1723
131568,111
131569,1167
131570,1166
131571,367
131572,95
131573,487
131574,317
131575,48
131576,776
131577,1131
131578,458
131579,970
131580,798
131581,627
131582,208
131583,951
131584,1425
131585,212
131586,1246
131587,1710
131588,801
131589,31
131590,1667
131591,120
131592,504
131593,351
131594,196
131595,1936
131596,1693
131597,1445
131598,1556
131599,1800
131600,502
131601,616
131602,64
131603,598
131604,1100
131605,380
131606,645
131607,1865
131608,1511
131609,1100
131610,730
131611,196
131612,1720
131613,939
131614,1143
131615,1039
131616,1148
131617,278
131618,642
131619,1940
131620,309
131621,198
131622,2059
131623,816
131624,550
131625,152
131626,648
131627,133
131628,1594
131629,92
131630,1931
131631,2091
131632,707
131633,1994
131634,584
131635,1798
131636,268
131637,1224
131638,1563
131639,1776
131640,211
131641,183
131642,1970
131643,1928
131644,1119
131645,1013
131646,864
131647,157
131648,1289
131649,1500
131650,2096
131651,1597
131652,1695
131653,2051
131654,300
131655,135
131656,98
131657,950
131658,266
131659,1692
131660,1041
131661,94
131662,1678
131663,1740
131664,2087
131665,152
131666,1437
131667,251
131668,1374
131669,894
131670,2026
131671,1585
131672,1075
131673,1892
131674,1410
131675,82
131676,800
131677,161
131678,236
131679,2080
131680,1659
131681,228
131682,1573
131683,1246
131684,176
131685,1870
131686,1380
131687,272
131688,715
131689,1647
131690,1961
131691,1748
131692,1739
131693,1536
131694,1383
131695,1722
131696,1686
131697,713
131698,1970
131699,956
131700,1600
131701,1892
131702,429
131703,566
131704,1684
131705,1834
131706,647
131707,372
131708,1994
131709,884
131710,348
131711,1548
131712,1111
131713,1918
131714,687
131715,1285
131716,1688
131717,2060
131718,1557
131719,291
131720,1603
131721,1415
131722,2037
131723,1235
131724,845
131725,1317
131726,851
131727,420
131728,2021
131729,717
131730,1371
131731,1518
131732,504
131733,1795
131734,2075
131735,79
131736,1529
131737,619
131738,452
131739,1418
131740,1498
131741,803
131742,860
131743,497
131744,616
131745,1542
131746,1777
131747,193
131748,1499
131749,1230
131750,486
131751,995
131752,536
131753,418
131754,116
131755,1376
131756,1732
131757,968
131758,1791
131759,1651
131760,1677
131761,1060
131762,1061
131763,72
131764,750
131765,1033
131766,151
131767,168
131768,1645
131769,604
131770,1583
131771,1035
131772,1401
131773,331
131774,1529
131775,2008
131776,1868
131777,1201
131778,97
131779,1262
131780,319
131781,584
131782,144
131783,858
131784,1004
131785,258
131786,121
131787,627
131788,1224
131789,1912
131790,166
131791,796
131792,868
131793,1225
131794,868
131795,1612
131796,146
131797,1017
131798,1776
131799,1786
131800,1614
131801,1254
131802,717
131803,909
131804,1584
131805,134
131806,812
131807,1350
131808,1334
131809,909
131810,503
131811,1652
131812,1489
131813,648
131814,397
131815,376
131816,908
131817,520
131818,1005
131819,19
131820,325
131821,1167
131822,814
131823,1191
131824,279
131825,1675
131826,696
131827,427
131828,583
131829,363
131830,107
131831,86
131832,1617
131833,824
131834,994
131835,1094
131836,958
131837,1794
131838,332
131839,179
131840,598
131841,838
131842,1826
131843,2077
131844,1480
131845,119
131846,349
131847,273
131848,641
131849,1351
131850,291
131851,967
131852,407
131853,1105
131854,45
131855,690
131856,673
131857,741
131858,1115
131859,1250
131860,1103
131861,1221
131862,1335
131863,611
131864,2037
131865,215
131866,1701
131867,890
131868,2008
131869,2029
131870,1067
131871,501
131872,763
131873,789
131874,473
131875,130
131876,908
131877,825
131878,404
131879,1542
131880,64
131881,698
131882,396
131883,472
131884,1796
131885,441
131886,1159
131887,360
131888,1179
131889,163
131890,1611
131891,171
131892,1382
131893,839
131894,781
131895,1316
131896,1054
131897,370
131898,92
131899,959
131900,295
131901,1157
131902,1456
131903,1058
131904,1937
131905,1922
131906,1187
131907,741
131908,642
131909,1589
131910,171
131911,704
131912,177
131913,568
131914,1173
131915,1972
131916,1011
131917,220
131918,227
131919,77
131920,382
131921,1834
131922,245
131923,1762
131924,567
131925,1027
131926,974
131927,1615
131928,1395
131929,1065
leaf330.txt
