leaf
54938,1707
54939,1608
54940,1579
54941,545
54942,364
54943,1180
54944,909
54945,648
54946,684
54947,621
54948,1910
54949,1132
54950,1610
54951,1396
54952,1284
54953,1403
54954,173
54955,508
54956,247
54957,283
54958,1039
54959,550
54960,857
54961,2037
54962,40
54963,2047
54964,293
54965,1149
54966,171
54967,1286
54968,879
54969,1873
54970,787
54971,346
54972,311
54973,1149
54974,1527
54975,1218
54976,1790
54977,99
54978,1830
54979,1598
54980,1230
54981,1336
54982,889
54983,404
54984,631
54985,1061
54986,914
54987,879
54988,1343
54989,1941
54990,1424
54991,88
54992,1873
54993,1464
54994,30
54995,65
54996,504
54997,200
54998,1350
54999,1377
55000,2073
55001,24
55002,1723
55003,280
55004,1174
55005,1142
55006,1500
55007,861
55008,1241
55009,1225
55010,347
55011,360
55012,451
55013,1233
55014,767
55015,1079
55016,181
55017,1673
55018,1948
55019,1524
55020,1512
55021,1267
55022,1610
55023,1281
55024,624
55025,1640
55026,1345
55027,1123
55028,1835
55029,587
55030,390
55031,1804
55032,611
55033,7
55034,2084
55035,1778
55036,1148
55037,1480
55038,531
55039,277
55040,596
55041,880
55042,642
55043,1046
55044,2103
55045,1404
55046,11
55047,181
55048,972
55049,1958
55050,1702
55051,370
55052,1122
55053,1204
55054,1650
55055,1739
55056,737
55057,889
55058,756
55059,465
55060,1471
55061,1145
55062,164
55063,2073
55064,1151
55065,144
55066,1748
55067,189
55068,1622
55069,171
55070,469
55071,106
55072,1048
55073,1108
55074,1149
55075,1047
55076,400
55077,1161
55078,1225
55079,1368
55080,1017
55081,821
55082,1736
55083,25
55084,2016
55085,1280
55086,1763
55087,649
55088,57
55089,410
55090,1111
55091,1527
55092,1553
55093,1272
55094,1496
55095,597
55096,1415
55097,1136
55098,786
55099,931
55100,1305
55101,1250
55102,1036
55103,241
55104,246
55105,74
55106,1287
55107,650
55108,1233
55109,402
55110,2010
55111,137
55112,1221
55113,1645
55114,162
55115,1133
55116,819
55117,1922
55118,1774
55119,875
55120,227
55121,781
55122,287
55123,1778
55124,2044
55125,1779
55126,265
55127,1355
55128,812
55129,1052
55130,173
55131,5
55132,190
55133,1206
55134,245
55135,437
55136,1278
55137,1533
55138,1086
55139,400
55140,1929
55141,994
55142,539
55143,1048
55144,527
55145,700
55146,70
55147,1342
55148,517
55149,1841
55150,104
55151,746
55152,515
55153,391
55154,415
55155,455
55156,66
55157,683
55158,1804
55159,877
55160,1728
55161,1976
55162,882
55163,1914
55164,1079
55165,1125
55166,246
55167,244
55168,549
55169,1331
55170,648
55171,372
55172,211
55173,1184
55174,1419
55175,741
55176,1875
55177,1488
55178,2073
55179,286
55180,1223
55181,74
55182,1032
55183,1735
55184,466
55185,1445
55186,82
55187,531
55188,16
55189,1884
55190,1404
55191,1743
55192,1758
55193,173
55194,1555
55195,731
55196,1296
55197,1798
55198,977
55199,1839
55200,1027
55201,1618
55202,107
55203,1236
55204,693
55205,1526
55206,1967
55207,463
55208,905
55209,1937
55210,751
55211,16
55212,2010
55213,1774
55214,1750
55215,371
55216,1114
55217,1829
55218,904
55219,1129
55220,1614
55221,194
55222,766
55223,1265
55224,366
55225,209
55226,1989
55227,1662
55228,2006
55229,860
55230,1397
55231,929
55232,365
55233,1505
55234,52
55235,1059
55236,923
55237,2018
55238,1519
55239,1817
55240,1852
55241,158
55242,1833
55243,1761
55244,1929
55245,1482
55246,25
55247,941
55248,1205
55249,928
55250,2059
55251,712
55252,1121
55253,722
55254,1969
55255,1487
55256,932
55257,1853
55258,1042
55259,833
55260,608
55261,326
55262,1753
55263,974
55264,1826
55265,1802
55266,2021
55267,644
55268,1720
55269,1436
55270,353
55271,1470
55272,1591
55273,82
55274,1124
55275,1418
55276,1561
55277,1148
55278,244
55279,660
55280,2067
55281,201
55282,1365
55283,1085
55284,923
55285,1231
55286,460
55287,1843
55288,983
55289,1499
55290,570
55291,1582
55292,1819
55293,214
55294,445
55295,1545
55296,2015
55297,361
55298,77
55299,1633
55300,1793
55301,431
55302,997
55303,1280
55304,512
55305,6
55306,590
55307,2066
55308,1153
55309,836
55310,623
55311,1117
55312,1036
55313,1981
55314,90
55315,1947
55316,1108
55317,549
55318,1689
55319,2079
55320,2040
55321,150
55322,1558
55323,1756
55324,362
55325,1998
55326,1195
55327,273
55328,255
55329,1271
55330,1902
55331,2048
55332,1699
55333,793
55334,1224
55335,101
55336,799
55337,1806
55338,65
leaf139.txt
