leaf
28873,349
28874,1545
28875,805
28876,915
28877,1288
28878,1287
28879,621
28880,489
28881,719
28882,112
28883,103
28884,855
28885,723
28886,992
28887,1894
28888,1604
28889,2024
28890,109
28891,1586
28892,1435
28893,1932
28894,807
28895,977
28896,1834
28897,414
28898,1429
28899,1940
28900,1230
28901,1506
28902,733
28903,122
28904,1849
28905,166
28906,927
28907,659
28908,1454
28909,102
28910,1275
28911,1934
28912,820
28913,1385
28914,2038
28915,1668
28916,2101
28917,924
28918,1460
28919,1600
28920,845
28921,1568
28922,1080
28923,167
28924,1397
28925,1877
28926,1140
28927,1126
28928,187
28929,459
28930,966
28931,1417
28932,1957
28933,1691
28934,1538
28935,1706
28936,1852
28937,352
28938,253
28939,1200
28940,455
28941,1529
28942,1032
28943,1272
28944,807
28945,967
28946,834
28947,804
28948,1878
28949,181
28950,291
28951,619
28952,1747
28953,1370
28954,785
28955,1039
28956,1144
28957,1916
28958,53
28959,1331
28960,268
28961,1018
28962,640
28963,123
28964,599
28965,67
28966,1825
28967,343
28968,419
28969,2078
28970,1543
28971,876
28972,1504
28973,464
28974,35
28975,198
28976,1426
28977,868
28978,1003
28979,1201
28980,1049
28981,1290
28982,1811
28983,688
28984,553
28985,490
28986,1721
28987,1694
28988,299
28989,1772
28990,919
28991,572
28992,681
28993,1552
28994,695
28995,1277
28996,1618
28997,414
28998,1619
28999,2031
29000,387
29001,1055
29002,802
29003,1885
29004,1516
29005,837
29006,2083
29007,834
29008,1698
29009,981
29010,2026
29011,639
29012,159
29013,1735
29014,1323
29015,712
29016,117
29017,938
29018,293
29019,418
29020,603
29021,1210
29022,992
29023,1280
29024,655
29025,1679
29026,447
29027,161
29028,2088
29029,2059
29030,88
29031,371
29032,1012
29033,890
29034,153
29035,414
29036,1719
29037,131
29038,1245
29039,1311
29040,1109
29041,1167
29042,1941
29043,1266
29044,798
29045,1159
29046,1969
29047,915
29048,2088
29049,160
29050,1330
29051,586
29052,1368
29053,207
29054,1858
29055,2014
29056,1882
29057,200
29058,72
29059,1867
29060,156
29061,159
29062,135
29063,1164
29064,1048
29065,286
29066,1576
29067,659
29068,418
29069,715
29070,1961
29071,1526
29072,1873
29073,1798
29074,683
29075,566
29076,855
29077,548
29078,1477
29079,839
29080,707
29081,698
29082,1420
29083,2067
29084,907
29085,1175
29086,1979
29087,685
29088,1372
29089,2049
29090,446
29091,1529
29092,104
29093,582
29094,584
29095,1149
29096,869
29097,50
29098,1800
29099,1284
29100,764
29101,1661
29102,702
29103,532
29104,1356
29105,1380
29106,1095
29107,99
29108,1922
29109,461
29110,937
29111,524
29112,1157
29113,243
29114,487
29115,2054
29116,1418
29117,359
29118,637
29119,683
29120,304
29121,1080
29122,100
29123,409
29124,1657
29125,683
29126,1557
29127,415
29128,733
29129,1253
29130,1697
29131,1492
29132,809
29133,287
29134,2015
29135,53
29136,1668
29137,1009
29138,152
29139,1487
29140,1466
29141,1086
29142,2003
29143,514
29144,1329
29145,385
29146,464
29147,639
29148,748
29149,1097
29150,1318
29151,1053
29152,66
29153,1417
29154,1460
29155,1721
29156,2092
29157,911
29158,28
29159,721
29160,52
29161,1723
29162,100
29163,860
29164,2008
29165,11
29166,912
29167,1572
29168,1019
29169,1062
29170,953
29171,371
29172,34
29173,851
29174,887
29175,1362
29176,1234
29177,1346
29178,1993
29179,1974
29180,332
29181,1206
29182,924
29183,397
29184,514
29185,269
29186,11
29187,502
29188,1178
29189,38
29190,1219
29191,1228
29192,1760
29193,1319
29194,2079
29195,1666
29196,1329
29197,887
29198,1131
29199,234
29200,1937
29201,2073
29202,610
29203,1972
29204,821
29205,1492
29206,1230
29207,2046
29208,730
29209,1120
29210,1916
29211,1062
29212,214
29213,735
29214,1458
29215,730
29216,1005
29217,1467
29218,1228
29219,70
29220,1505
29221,336
29222,1297
29223,1158
29224,1654
29225,1272
29226,717
29227,877
29228,47
29229,1839
29230,1111
29231,1985
29232,1807
29233,1714
29234,1851
29235,521
29236,1098
29237,981
29238,463
29239,1819
29240,2089
29241,272
29242,777
29243,200
29244,1009
29245,120
29246,930
29247,2001
29248,1585
29249,45
29250,2069
29251,985
29252,380
29253,1262
29254,29
29255,2030
29256,425
29257,745
29258,802
29259,472
29260,478
29261,1903
29262,350
29263,179
29264,1516
29265,97
29266,701
29267,504
29268,1075
29269,1162
29270,215
29271,1061
29272,1434
29273,993
leaf74.txt
